	15C	15H	26C	26H	27C	27H	28C	28H	29C	29H	2C	2H	4C	4H	
isogroupTR165197_c0_g1	6	4	3	3	2	1	1	2	3	4	1	1	0	1	
isogroupTR165211_c0_g1	0	1	2	3	0	0	1	2	1	0	0	0	2	0	
isogroupTR165218_c0_g1	0	0	2	1	3	0	4	1	1	0	0	0	1	0	
isogroupTR165233_c0_g1	13	2	50	9	5	16	25	10	3	3	21	22	22	16	
isogroupTR165249_c0_g1	84	88	110	56	71	99	60	34	55	78	165	128	78	95	
isogroupTR165263_c0_g1	1	0	4	1	3	0	3	0	1	1	1	5	1	2	
isogroupTR165266_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR165299_c0_g1	32	15	42	12	11	19	6	14	3	24	15	16	22	8	
isogroupTR165303_c0_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR165317_c0_g1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	
isogroupTR165357_c0_g1	1	1	3	0	2	2	0	0	1	0	1	0	3	2	
isogroupTR165366_c0_g1	5	4	22	7	12	9	2	3	1	7	10	9	11	13	
isogroupTR165379_c0_g1	0	0	1	0	1	0	1	0	0	0	4	0	3	0	
isogroupTR165388_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR165400_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR165414_c2_g1	0	2	1	0	1	0	0	0	2	0	0	0	0	0	
isogroupTR165456_c0_g1	0	0	0	0	0	1	0	0	0	1	5	0	0	0	
isogroupTR165476_c0_g1	1	0	2	2	0	0	0	0	0	1	4	0	0	2	
isogroupTR165525_c0_g1	3	2	3	2	2	2	3	2	0	0	3	4	3	2	
isogroupTR165532_c0_g1	5	2	19	3	0	1	8	7	0	0	18	17	3	1	
isogroupTR165541_c0_g1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	
isogroupTR165548_c0_g1	1	0	9	2	0	2	2	0	2	0	2	2	3	1	
isogroupTR165597_c0_g1	6	0	2	1	0	0	0	0	0	0	4	1	3	1	
isogroupTR165609_c0_g2	134	47	430	59	70	25	94	47	26	71	128	86	194	97	
isogroupTR165611_c0_g1	9	3	16	5	5	6	7	1	1	3	11	8	10	13	
isogroupTR165617_c0_g1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	
isogroupTR165617_c0_g2	0	0	1	0	0	0	0	0	0	0	1	1	0	2	
isogroupTR165628_c0_g1	1	3	1	1	1	1	0	0	0	0	2	0	1	2	
isogroupTR165631_c0_g2	117	63	198	59	103	95	81	37	58	72	141	111	173	82	
isogroupTR165635_c1_g2	1976	362	2273	405	527	206	887	494	304	419	764	576	794	244	
isogroupTR165636_c2_g1	31	19	54	18	6	4	24	20	4	5	7	8	6	9	
isogroupTR165640_c1_g1	8	14	47	26	17	24	23	14	20	18	62	31	25	23	
isogroupTR165645_c0_g1	3	6	12	5	7	5	2	3	2	3	5	6	10	2	
isogroupTR165648_c0_g1	6	9	8	6	6	26	7	9	3	6	14	8	9	15	
isogroupTR165649_c0_g1	107	32	150	37	37	24	28	26	20	74	61	53	42	38	
isogroupTR165651_c0_g1	27	22	28	11	11	5	6	8	4	14	16	11	9	12	
isogroupTR165653_c1_g1	98	43	253	61	72	57	66	41	22	97	104	90	100	86	
isogroupTR165655_c2_g1	0	0	9	2	1	0	10	1	0	1	0	5	2	0	
isogroupTR165657_c0_g1	4	3	10	2	2	1	4	2	3	0	11	3	3	4	
isogroupTR165658_c0_g1	2	10	14	6	6	2	8	4	4	3	15	9	7	6	
isogroupTR165665_c0_g1	22	10	4	6	0	2	4	5	1	1	13	13	37	34	
isogroupTR165670_c2_g1	76	31	110	24	40	111	44	42	30	63	59	66	65	64	
isogroupTR165672_c0_g1	2	0	9	1	0	4	2	2	0	5	4	2	2	1	
isogroupTR165678_c0_g1	10	24	56	14	53	1	20	8	5	8	0	26	42	22	
isogroupTR165686_c0_g1	2	1	4	1	1	5	1	1	0	0	4	3	1	3	
isogroupTR165688_c1_g1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	
isogroupTR165690_c1_g1	0	1	1	0	0	0	0	0	1	0	2	0	1	1	
isogroupTR165691_c1_g1	3	2	7	1	2	3	4	0	1	6	3	11	5	5	
isogroupTR165695_c3_g1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	
isogroupTR165697_c0_g1	18	16	53	31	28	7	28	11	7	9	16	23	48	29	
isogroupTR165705_c0_g1	3	0	3	1	5	0	3	0	2	1	6	3	6	6	
isogroupTR165707_c1_g1	2	1	3	3	1	12	0	3	1	11	4	2	5	3	
isogroupTR165712_c2_g1	13	17	41	15	13	22	16	11	9	13	42	37	36	33	
isogroupTR165714_c1_g1	12	21	192	86	65	33	95	79	9	45	82	114	155	70	
isogroupTR165714_c1_g2	26	17	1	0	18	13	1	0	0	0	0	0	0	0	
isogroupTR165718_c2_g4	9	1	5	0	2	0	1	0	0	4	1	2	1	2	
isogroupTR165719_c1_g1	44	18	44	24	24	20	26	18	22	39	51	60	34	30	
isogroupTR165721_c0_g1	0	2	11	3	4	1	2	2	1	1	7	3	2	2	
isogroupTR165728_c1_g1	62	24	88	35	94	203	20	21	33	34	72	30	137	132	
isogroupTR165731_c1_g2	17	13	32	8	10	8	19	6	3	8	30	18	14	12	
isogroupTR165732_c2_g2	5	1	16	2	1	1	2	0	2	0	1	0	0	0	
isogroupTR165735_c2_g1	0	0	2	0	0	0	0	0	1	1	0	0	1	0	
isogroupTR165736_c1_g1	0	1	3	2	2	3	2	0	1	0	0	0	1	2	
isogroupTR165737_c0_g1	438	257	329	138	196	422	129	117	265	354	522	264	328	214	
isogroupTR165740_c0_g1	34	20	75	16	32	31	32	20	19	46	45	31	34	26	
isogroupTR165744_c4_g1	3	0	0	0	0	0	0	0	1	0	1	1	1	1	
isogroupTR165744_c6_g1	0	1	12	0	0	0	4	2	0	0	0	0	20	7	
isogroupTR165744_c8_g2	20	9	36	21	4	9	7	14	3	14	32	44	8	7	
isogroupTR165744_c8_g7	0	0	6	4	1	1	1	3	2	3	9	3	6	4	
isogroupTR165746_c3_g3	4	3	6	0	7	1	2	2	2	9	1	1	5	3	
isogroupTR165747_c3_g1	14	5	35	21	8	5	12	6	8	12	12	26	30	24	
isogroupTR165747_c4_g1	20	14	42	8	35	25	12	13	15	22	39	33	42	39	
isogroupTR165747_c5_g17	1	2	5	5	3	2	0	1	3	7	12	3	5	0	
isogroupTR165751_c1_g1	103	113	316	155	153	102	142	74	123	101	206	146	169	149	
isogroupTR165752_c0_g1	68	19	95	21	37	47	36	28	10	43	63	50	50	46	
isogroupTR165753_c0_g3	1	1	10	0	0	0	0	0	4	1	1	3	1	3	
isogroupTR165755_c3_g3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR165755_c6_g1	3	0	1	1	1	0	0	0	0	0	2	2	0	0	
isogroupTR165755_c8_g2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	
isogroupTR165758_c1_g2	1	1	4	1	1	3	2	0	0	0	1	0	2	0	
isogroupTR165761_c1_g5	1126	373	2087	487	732	979	940	684	156	777	893	974	762	489	
isogroupTR165763_c3_g2	59	39	28	11	9	31	5	12	2	30	20	25	35	26	
isogroupTR165764_c1_g1	10	8	25	12	9	1	10	6	4	8	6	12	15	8	
isogroupTR165766_c5_g1	34	27	104	47	28	16	27	41	4	21	30	50	43	27	
isogroupTR165767_c1_g1	28	31	50	28	10	12	26	32	7	11	42	44	47	43	
isogroupTR165770_c3_g5	2	4	5	5	2	1	0	4	4	2	0	5	5	4	
isogroupTR165773_c4_g1	0	0	3	2	0	0	1	0	0	1	1	0	2	1	
isogroupTR165773_c6_g1	10	15	32	26	29	12	24	3	18	10	42	17	26	26	
isogroupTR165773_c8_g1	12	16	25	10	20	10	14	8	3	8	24	14	11	18	
isogroupTR165774_c4_g2	1	1	2	13	1	6	2	3	1	0	8	6	7	7	
isogroupTR165774_c5_g1	0	1	2	0	1	0	1	2	0	2	2	0	1	1	
isogroupTR165774_c6_g3	0	3	1	0	0	4	0	0	2	0	8	3	0	3	
isogroupTR165774_c6_g4	2	1	1	1	0	3	0	0	0	2	0	0	1	1	
isogroupTR165774_c7_g2	1	1	0	0	2	2	0	0	8	16	39	28	18	12	
isogroupTR165774_c7_g4	3	3	13	3	3	1	2	4	1	4	4	13	5	2	
isogroupTR165774_c8_g4	10	19	18	10	15	17	11	4	9	14	28	22	18	21	
isogroupTR165774_c9_g1	0	0	0	1	1	0	0	0	0	0	2	0	1	0	
isogroupTR165775_c1_g1	6	1	8	1	3	3	1	2	2	7	1	1	7	4	
isogroupTR165778_c0_g1	191	91	481	234	192	109	186	214	57	181	263	368	300	215	
isogroupTR165784_c3_g1	17	3	24	9	8	12	5	12	13	11	24	18	10	4	
isogroupTR165784_c4_g1	4	2	6	1	0	0	2	0	4	4	7	5	7	4	
isogroupTR165785_c8_g1	5	5	21	5	5	9	8	6	14	18	11	11	16	8	
isogroupTR165789_c11_g1	5	3	13	2	3	11	2	1	4	9	6	6	5	5	
isogroupTR165789_c7_g2	106	30	202	97	5	26	69	33	97	43	307	42	247	121	
isogroupTR165790_c0_g1	87	60	137	46	74	79	48	50	51	94	112	126	84	95	
isogroupTR165791_c2_g1	104	6	217	13	12	28	10	27	8	56	26	40	14	15	
isogroupTR165792_c2_g1	15	47	35	51	19	15	9	58	6	32	18	105	15	20	
isogroupTR165797_c3_g1	7	0	3	0	2	1	1	1	1	0	1	0	1	0	
isogroupTR165797_c6_g1	1	3	8	1	3	2	2	1	0	0	5	8	0	0	
isogroupTR165797_c7_g1	58	29	179	35	31	27	25	39	30	79	72	46	40	61	
isogroupTR165797_c7_g3	139	58	177	63	86	89	61	44	56	119	148	108	120	101	
isogroupTR165797_c8_g1	105	17	142	24	26	43	23	26	26	65	85	71	50	28	
isogroupTR165799_c2_g1	76	34	111	30	60	86	42	19	25	51	46	34	68	35	
isogroupTR165803_c1_g1	18	13	14	3	13	20	10	5	6	11	26	17	12	13	
isogroupTR165804_c1_g1	95	41	44	31	16	261	20	39	111	65	178	68	30	52	
isogroupTR165806_c2_g1	367	120	359	105	143	348	90	117	274	271	264	218	133	123	
isogroupTR165807_c0_g1	2	1	6	1	0	1	0	0	0	1	1	1	2	2	
isogroupTR165811_c3_g2	64	29	269	47	51	14	73	41	9	63	52	34	151	53	
isogroupTR165811_c4_g1	3	0	1	0	0	0	1	1	0	0	1	1	1	0	
isogroupTR165812_c0_g1	14	12	34	24	15	4	13	2	13	16	11	11	25	22	
isogroupTR165812_c1_g2	8	6	15	9	1	0	5	9	1	3	25	20	8	8	
isogroupTR165812_c1_g3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR165815_c0_g1	42	22	71	15	36	52	33	23	20	28	63	55	31	34	
isogroupTR165817_c10_g2	137	35	202	44	98	92	66	55	47	103	123	109	109	62	
isogroupTR165817_c10_g3	20	10	36	7	26	9	16	3	3	13	22	11	10	8	
isogroupTR165817_c8_g4	6	12	40	20	14	4	17	4	14	9	26	13	17	6	
isogroupTR165817_c8_g5	512	425	626	269	296	1292	328	382	720	531	970	736	329	494	
isogroupTR165817_c9_g1	32	27	42	30	20	53	28	34	26	46	56	52	38	36	
isogroupTR165817_c9_g2	0	1	3	3	1	1	0	1	2	1	1	5	1	3	
isogroupTR165818_c0_g1	310	127	432	74	66	101	147	83	31	134	204	87	185	136	
isogroupTR165819_c5_g2	45	19	103	20	18	30	13	20	16	39	52	51	18	15	
isogroupTR165819_c7_g1	9	12	39	22	15	49	26	26	7	15	55	37	31	28	
isogroupTR165821_c0_g1	5	0	0	0	0	0	0	0	0	1	7	8	4	0	
isogroupTR165821_c0_g2	2	0	29	4	2	1	3	3	0	4	0	0	3	2	
isogroupTR165821_c2_g1	48	17	145	48	43	9	72	44	3	25	45	75	103	49	
isogroupTR165821_c3_g3	29	26	72	30	41	30	28	10	18	38	59	51	54	42	
isogroupTR165822_c0_g1	54	37	75	30	34	40	32	29	30	45	70	49	28	42	
isogroupTR165823_c18_g2	3	3	2	1	0	1	4	0	5	0	6	0	6	6	
isogroupTR165823_c19_g1	3	2	11	5	5	3	1	1	2	2	9	4	1	8	
isogroupTR165824_c4_g1	1	2	1	0	1	1	0	2	0	0	1	2	1	2	
isogroupTR165824_c4_g2	2	1	3	3	4	2	5	3	2	0	11	10	0	3	
isogroupTR165824_c5_g1	8	4	11	13	0	1	4	4	6	5	6	8	3	9	
isogroupTR165824_c6_g5	25	4	14	4	10	2	4	1	2	7	5	4	4	1	
isogroupTR165824_c8_g1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroupTR165827_c1_g1	32	36	68	25	29	54	36	23	45	24	154	69	51	48	
isogroupTR165837_c2_g1	13	4	17	4	11	2	9	0	5	8	17	10	7	2	
isogroupTR165844_c0_g1	1	0	3	1	1	1	0	1	0	0	0	1	0	1	
isogroupTR165851_c0_g1	2	0	2	1	4	0	1	1	0	0	3	6	1	1	
isogroupTR165855_c0_g1	0	0	2	2	3	1	0	0	1	1	3	0	1	1	
isogroupTR165857_c1_g1	63	30	40	18	30	81	26	9	46	74	114	46	58	32	
isogroupTR165867_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR165870_c0_g1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	
isogroupTR165870_c1_g1	1	4	9	1	2	0	2	1	1	2	1	19	1	1	
isogroupTR165876_c1_g1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	
isogroupTR165886_c0_g1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
isogroupTR165889_c0_g2	3	0	1	0	0	2	3	1	0	2	3	1	1	1	
isogroupTR165890_c0_g1	20	8	63	11	3	4	12	10	10	8	5	15	26	10	
isogroupTR165890_c0_g2	2	0	3	1	0	1	1	0	0	1	0	0	0	0	
isogroupTR165894_c0_g1	3	1	1	4	0	2	1	0	4	2	7	1	0	1	
isogroupTR165900_c0_g1	1	0	0	0	2	1	1	0	0	2	1	0	1	0	
isogroupTR165902_c0_g1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR165906_c0_g1	40	17	92	29	18	13	48	26	7	40	73	42	38	35	
isogroupTR165915_c0_g2	3	1	1	1	3	0	3	0	0	0	2	0	5	2	
isogroupTR165926_c1_g1	94	40	197	66	53	73	55	60	22	105	92	92	100	68	
isogroupTR165938_c0_g1	1	0	1	1	0	0	0	0	1	0	1	0	2	2	
isogroupTR165939_c0_g1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
isogroupTR165942_c1_g1	244	71	301	76	127	112	115	68	73	107	192	136	188	86	
isogroupTR165942_c3_g1	0	1	5	1	0	0	1	0	0	1	1	0	0	0	
isogroupTR165946_c0_g1	9	0	28	6	3	2	7	1	0	2	4	2	2	4	
isogroupTR165949_c0_g1	3	7	19	13	8	2	8	15	1	13	7	10	18	14	
isogroupTR165955_c1_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR165955_c2_g1	31	15	37	25	16	37	36	17	33	30	37	20	24	34	
isogroupTR165959_c0_g1	1	1	6	5	1	4	0	3	0	3	1	3	7	1	
isogroupTR165964_c0_g2	61	36	98	30	36	35	23	19	16	33	75	62	60	47	
isogroupTR165972_c0_g1	5	2	20	11	16	21	14	5	4	7	69	32	18	16	
isogroupTR165977_c0_g1	1	8	7	7	7	5	8	6	2	3	11	14	9	18	
isogroupTR165978_c0_g1	3	0	1	0	2	0	0	0	0	0	1	1	3	2	
isogroupTR165989_c1_g2	0	0	1	0	2	1	1	0	0	3	1	2	5	4	
isogroupTR165_c0_g1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	
isogroupTR166001_c0_g1	2458	776	6384	1300	4621	435	1390	1111	57	553	1871	1616	2339	987	
isogroupTR166012_c0_g1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	
isogroupTR166016_c4_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroupTR166017_c0_g1	2	1	1	1	0	4	2	1	3	0	3	1	4	3	
isogroupTR166021_c0_g1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroupTR166021_c1_g1	0	0	1	0	0	0	0	0	0	0	6	3	3	3	
isogroupTR166024_c0_g1	8	3	13	13	0	0	4	0	1	2	16	8	19	4	
isogroupTR166025_c1_g1	8	15	9	1	6	9	1	4	7	5	10	5	2	3	
isogroupTR166025_c1_g4	35	35	11	7	10	8	11	2	10	6	30	30	3	1	
isogroupTR166029_c0_g1	16	3	55	11	14	5	16	9	1	7	17	11	34	10	
isogroupTR166032_c0_g1	291	157	407	128	147	351	142	131	175	209	328	249	204	169	
isogroupTR166033_c6_g1	2	2	3	3	1	13	1	0	3	3	6	6	5	5	
isogroupTR166034_c0_g1	7	6	10	5	8	0	9	4	4	12	12	15	8	4	
isogroupTR166035_c3_g1	687	435	975	476	479	799	496	339	517	550	1084	683	689	661	
isogroupTR166036_c0_g1	0	1	1	1	0	0	2	0	2	1	0	2	0	0	
isogroupTR166036_c1_g2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	
isogroupTR166036_c3_g2	298	331	51	33	62	531	12	31	118	226	610	405	32	98	
isogroupTR166038_c0_g1	143	77	191	105	63	211	55	73	80	148	133	151	76	137	
isogroupTR166039_c0_g1	3	2	5	3	0	0	2	2	2	0	2	0	2	0	
isogroupTR166040_c3_g1	141	77	458	124	535	27	264	115	10	37	58	223	328	106	
isogroupTR166040_c4_g1	8	6	41	14	21	6	17	6	2	6	16	25	37	8	
isogroupTR166041_c0_g1	0	1	3	3	0	1	5	1	0	0	1	1	2	0	
isogroupTR166043_c1_g1	374	176	414	135	188	226	119	109	97	265	306	257	223	241	
isogroupTR166043_c2_g1	27	19	52	22	26	24	23	25	7	42	38	52	38	33	
isogroupTR166045_c1_g1	67	22	94	38	47	61	28	31	31	65	121	58	73	34	
isogroupTR166046_c5_g1	15	9	22	12	4	36	9	9	9	24	21	24	14	11	
isogroupTR166046_c5_g3	830	458	1286	421	541	859	619	435	695	695	1514	823	907	773	
isogroupTR166048_c2_g1	51	7	59	6	9	15	5	8	2	15	10	9	29	25	
isogroupTR166048_c2_g2	0	1	4	0	0	1	0	1	1	0	1	0	3	1	
isogroupTR166052_c2_g1	15	12	35	19	15	5	14	14	1	25	12	26	30	26	
isogroupTR166053_c1_g1	24	15	32	17	14	24	21	6	11	21	51	18	31	20	
isogroupTR166055_c2_g1	10	3	10	3	4	3	2	3	1	5	23	12	24	10	
isogroupTR166056_c10_g1	15	8	35	11	20	0	12	3	4	8	7	12	17	2	
isogroupTR166056_c11_g1	1	0	1	3	2	1	1	0	0	2	0	0	1	0	
isogroupTR166056_c6_g1	3	8	7	8	58	26	9	3	7	13	25	8	94	78	
isogroupTR166056_c7_g2	66	33	150	33	57	25	30	21	15	48	65	52	53	18	
isogroupTR166056_c9_g1	42	17	107	31	31	21	32	27	14	50	32	54	62	40	
isogroupTR166060_c6_g1	22	20	54	22	5	1	15	7	6	21	8	8	9	6	
isogroupTR166061_c0_g1	10	3	11	2	5	1	6	0	1	0	5	1	2	2	
isogroupTR166062_c3_g1	0	0	0	0	0	2	0	0	0	0	1	0	1	2	
isogroupTR166063_c0_g1	47	21	77	22	27	21	33	19	41	26	52	36	40	21	
isogroupTR166064_c0_g1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR166064_c0_g3	3	5	17	10	4	7	5	11	3	5	22	26	7	4	
isogroupTR166065_c1_g1	197	66	60	16	17	251	31	27	39	987	931	215	35	59	
isogroupTR166066_c0_g4	1	0	0	0	0	0	0	0	3	1	0	0	1	0	
isogroupTR166069_c6_g1	17	0	10	3	2	2	2	0	1	2	10	5	2	4	
isogroupTR16606_c0_g1	0	0	0	0	0	0	1	0	0	0	1	1	1	4	
isogroupTR166070_c5_g1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	
isogroupTR166070_c7_g10	1	1	3	0	3	0	3	0	3	3	7	0	1	2	
isogroupTR166070_c7_g11	1	0	5	1	0	1	4	1	0	2	1	2	0	0	
isogroupTR166076_c1_g1	13	6	26	12	4	9	4	4	9	25	17	14	5	16	
isogroupTR166078_c2_g1	197	132	338	134	142	160	141	86	119	148	322	208	277	175	
isogroupTR166079_c0_g1	46	36	114	64	43	44	67	24	77	42	112	56	112	83	
isogroupTR166080_c4_g2	3	5	6	6	0	1	2	3	1	4	1	3	3	1	
isogroupTR166080_c6_g2	11	11	15	10	4	8	12	12	0	10	13	22	13	8	
isogroupTR166080_c6_g3	1	2	19	3	1	1	6	1	0	3	12	5	7	3	
isogroupTR166085_c0_g1	0	0	0	1	0	3	0	0	0	1	0	4	0	0	
isogroupTR166086_c1_g3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR166086_c5_g1	37	36	107	49	39	59	47	37	7	58	44	50	52	63	
isogroupTR166086_c6_g2	146	102	323	116	94	206	94	136	97	187	295	222	148	138	
isogroupTR166091_c0_g1	3	3	9	3	0	5	4	0	1	2	25	8	2	8	
isogroupTR166094_c0_g1	13	9	29	12	12	14	4	4	12	9	31	15	17	4	
isogroupTR166095_c1_g1	7	1	8	1	4	0	2	0	0	1	1	2	8	3	
isogroupTR166096_c1_g1	24	14	34	8	19	26	24	11	16	28	39	40	47	19	
isogroupTR166097_c0_g1	5	1	2	0	0	4	1	0	7	2	6	1	0	1	
isogroupTR166099_c0_g1	2	5	7	4	5	17	11	1	2	7	10	7	11	14	
isogroupTR166101_c0_g1	44	15	4	1	3	22	0	0	5	56	7	4	7	9	
isogroupTR166102_c0_g1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	
isogroupTR166102_c7_g1	0	0	13	14	8	0	9	8	0	0	0	0	7	9	
isogroupTR166109_c0_g1	28	13	78	14	17	14	29	11	12	29	19	27	41	17	
isogroupTR166119_c0_g1	2	0	7	4	1	1	1	1	5	1	3	3	2	4	
isogroupTR166120_c0_g1	8	4	5	0	14	12	2	0	7	8	29	10	3	6	
isogroupTR166120_c1_g1	10	9	43	12	4	14	12	10	10	9	8	12	17	7	
isogroupTR166122_c10_g2	4	3	23	5	4	1	5	1	4	4	9	5	6	2	
isogroupTR166122_c6_g1	283	144	432	129	309	489	175	119	148	244	399	246	303	207	
isogroupTR166122_c9_g1	2	1	10	2	2	2	2	1	4	0	4	2	1	1	
isogroupTR166124_c2_g2	9	26	36	24	22	14	22	11	12	9	38	35	29	21	
isogroupTR166124_c3_g1	94	91	197	112	95	97	95	54	42	107	104	129	133	101	
isogroupTR166125_c3_g1	53	19	39	10	17	30	8	7	19	29	34	16	23	16	
isogroupTR166128_c0_g2	0	2	3	1	0	0	0	0	0	1	0	0	0	0	
isogroupTR166134_c0_g1	42	12	38	13	10	61	26	7	85	14	148	41	32	42	
isogroupTR166135_c1_g1	1	0	0	0	0	2	1	0	4	0	2	1	0	1	
isogroupTR166137_c0_g1	6	4	3	1	0	0	3	1	3	6	2	5	3	1	
isogroupTR166139_c0_g1	316	309	581	381	317	303	550	324	406	271	1189	597	582	573	
isogroupTR166143_c0_g1	5	2	3	1	0	0	2	0	2	2	0	4	2	1	
isogroupTR166146_c0_g1	4	10	3	0	1	10	2	4	0	4	7	7	0	2	
isogroupTR166147_c0_g1	13	10	14	7	5	20	6	2	2	6	8	12	3	7	
isogroupTR166151_c0_g1	15	16	43	8	24	27	22	11	17	26	42	45	28	17	
isogroupTR166153_c3_g2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	
isogroupTR166153_c6_g1	1	0	1	1	0	0	1	1	0	0	1	1	0	3	
isogroupTR166153_c7_g3	2	1	27	13	70	96	18	18	47	69	7	4	18	36	
isogroupTR166153_c7_g6	3	3	40	27	2	1	3	31	3	0	4	9	2	1	
isogroupTR166153_c8_g2	2	1	5	3	5	6	2	3	2	0	2	2	3	6	
isogroupTR166154_c0_g1	167	67	256	65	59	125	90	100	88	156	208	155	111	81	
isogroupTR166157_c0_g1	1	0	6	1	0	2	2	2	2	0	1	2	0	2	
isogroupTR166159_c7_g1	68	31	110	32	30	52	25	34	23	64	95	64	56	39	
isogroupTR166169_c1_g2	2	1	0	1	0	1	0	0	2	3	5	4	3	2	
isogroupTR166169_c2_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
isogroupTR166169_c2_g5	1	0	0	0	0	1	1	0	1	1	0	2	0	0	
isogroupTR166171_c2_g1	1052	272	807	500	664	381	341	229	700	592	1537	691	390	229	
isogroupTR166175_c1_g1	0	1	5	2	3	2	1	1	0	1	0	2	29	10	
isogroupTR166180_c1_g2	76	31	153	17	62	73	46	23	28	54	94	97	95	70	
isogroupTR166183_c0_g1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroupTR166187_c0_g1	6	3	4	1	0	0	1	1	3	2	2	15	3	3	
isogroupTR166189_c1_g3	97	39	231	35	46	38	70	35	34	70	77	92	82	71	
isogroupTR166190_c0_g1	18	8	23	5	10	5	9	5	6	13	22	11	15	14	
isogroupTR166190_c0_g2	0	0	1	0	1	2	1	0	2	1	3	3	2	2	
isogroupTR166192_c1_g1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
isogroupTR166192_c2_g1	36	17	48	21	39	85	14	16	54	46	79	43	30	23	
isogroupTR166192_c2_g2	1	1	5	1	0	0	1	0	0	1	0	0	0	0	
isogroupTR166195_c0_g1	340	147	478	177	184	298	220	152	206	272	570	305	253	243	
isogroupTR166198_c0_g1	7	2	10	4	7	3	2	0	1	2	7	4	3	1	
isogroupTR166199_c0_g2	2	0	9	1	1	0	5	2	6	7	59	5	7	5	
isogroupTR166201_c2_g1	9	2	23	11	8	2	6	4	8	14	22	15	8	6	
isogroupTR166206_c1_g1	0	0	1	1	1	3	0	1	0	0	0	0	0	0	
isogroupTR166211_c1_g1	1	0	8	1	0	1	1	0	0	0	2	2	1	1	
isogroupTR166213_c0_g1	2	1	3	3	5	3	1	0	1	1	4	0	1	1	
isogroupTR166224_c0_g1	6	5	7	4	4	4	1	0	6	2	32	10	5	3	
isogroupTR166226_c1_g1	100	60	119	79	26	212	36	43	62	94	146	91	95	80	
isogroupTR166230_c1_g2	0	1	2	0	0	0	0	0	0	1	2	1	1	1	
isogroupTR166230_c2_g2	3	1	1	1	2	1	1	0	0	3	4	6	11	4	
isogroupTR166233_c0_g1	8	1	3	2	1	3	0	0	1	1	11	1	3	1	
isogroupTR166236_c0_g1	2	0	7	1	2	0	1	1	1	1	1	2	3	0	
isogroupTR166236_c1_g1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	
isogroupTR166237_c0_g1	0	0	1	0	0	0	0	0	1	0	19	0	1	0	
isogroupTR166241_c0_g1	7	1	36	4	11	3	13	3	2	1	7	10	26	8	
isogroupTR166242_c0_g1	1	3	6	2	2	5	1	3	1	2	2	3	4	5	
isogroupTR166245_c0_g1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	
isogroupTR166249_c0_g1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroupTR166253_c1_g1	0	1	0	1	0	0	0	0	0	1	0	0	0	2	
isogroupTR166258_c0_g1	0	0	1	0	0	0	2	0	0	0	1	0	1	3	
isogroupTR166259_c1_g1	15	15	44	37	15	11	20	6	21	17	41	22	19	29	
isogroupTR166260_c1_g1	11	2	13	3	3	1	3	2	3	3	0	4	0	0	
isogroupTR166265_c1_g1	0	0	0	0	4	1	0	0	8	4	0	0	6	7	
isogroupTR166265_c1_g2	0	1	0	0	0	0	0	0	3	0	0	0	1	1	
isogroupTR166265_c2_g1	1	0	6	5	8	3	1	0	3	6	4	2	9	6	
isogroupTR166273_c2_g4	64	19	112	20	40	60	30	21	28	42	78	56	42	48	
